"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2009","Switzerland","Number","Males","Less than 1 year","Tuberculosis","0",""
"2009","Switzerland","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Switzerland","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease","1",""
"2009","Switzerland","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","21",""
"2009","Switzerland","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Switzerland","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2009","Switzerland","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Switzerland","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Switzerland","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","19",""
"2009","Switzerland","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Switzerland","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2009","Switzerland","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Switzerland","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Switzerland","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","24",""
"2009","Switzerland","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Switzerland","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2009","Switzerland","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Switzerland","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Switzerland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","32,419",""
"2009","Switzerland","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","345",""
"2009","Switzerland","Number","Females","Total","Tuberculosis","6",""
"2009","Switzerland","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","33",""
"2009","Switzerland","Number","Females","Total","Human immunodeficiency virus [HIV] disease","19",""
"2009","Switzerland","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","144",""
"2009","Switzerland","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Switzerland","Number","Females","Less than 1 year","Tuberculosis","0",""
"2009","Switzerland","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Switzerland","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2009","Switzerland","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","23",""
"2009","Switzerland","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","3",""
"2009","Switzerland","Number","Females","From 1 to 4 years","Tuberculosis","0",""
"2009","Switzerland","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Switzerland","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Switzerland","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","18",""
"2009","Switzerland","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Switzerland","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2009","Switzerland","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Switzerland","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Switzerland","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","18",""
"2009","Switzerland","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Switzerland","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2009","Switzerland","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Switzerland","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","19,060",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","53",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","Total","Tuberculosis","18",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis","7",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","Total","Human immunodeficiency virus [HIV] disease",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","278",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","11",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","Less than 1 year","Tuberculosis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","37",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 1 to 4 years","Tuberculosis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 1 to 4 years","Human immunodeficiency virus [HIV] disease",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","23",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","2",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 5 to 9 years","Tuberculosis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 5 to 9 years","Human immunodeficiency virus [HIV] disease",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","17",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 10 to 14 years","Tuberculosis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Total","From 10 to 14 years","Human immunodeficiency virus [HIV] disease",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","10,040",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","36",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","Total","Tuberculosis","15",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","Total","Viral hepatitis and sequelae of viral hepatitis","3",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","Total","Human immunodeficiency virus [HIV] disease",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","162",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","10",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","Less than 1 year","Tuberculosis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","21",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","17",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","10",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","9,020",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","17",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","Total","Tuberculosis","3",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","4",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","Total","Human immunodeficiency virus [HIV] disease",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","116",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","Less than 1 year","Tuberculosis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","16",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","From 1 to 4 years","Tuberculosis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease",":",""
